16-Sep,140,http://www.nuforc.org/webreports/ndxe201609.html
16-Aug,512,http://www.nuforc.org/webreports/ndxe201608.html
16-Jul,660,http://www.nuforc.org/webreports/ndxe201607.html
16-Jun,413,http://www.nuforc.org/webreports/ndxe201606.html
16-May,373,http://www.nuforc.org/webreports/ndxe201605.html
16-Apr,380,http://www.nuforc.org/webreports/ndxe201604.html
16-Mar,404,http://www.nuforc.org/webreports/ndxe201603.html
16-Feb,423,http://www.nuforc.org/webreports/ndxe201602.html
16-Jan,410,http://www.nuforc.org/webreports/ndxe201601.html
15-Dec,433,http://www.nuforc.org/webreports/ndxe201512.html
15-Nov,900,http://www.nuforc.org/webreports/ndxe201511.html
15-Oct,648,http://www.nuforc.org/webreports/ndxe201510.html
15-Sep,724,http://www.nuforc.org/webreports/ndxe201509.html
15-Aug,620,http://www.nuforc.org/webreports/ndxe201508.html
15-Jul,732,http://www.nuforc.org/webreports/ndxe201507.html
15-Jun,480,http://www.nuforc.org/webreports/ndxe201506.html
15-May,463,http://www.nuforc.org/webreports/ndxe201505.html
15-Apr,450,http://www.nuforc.org/webreports/ndxe201504.html
15-Mar,479,http://www.nuforc.org/webreports/ndxe201503.html
15-Feb,341,http://www.nuforc.org/webreports/ndxe201502.html
15-Jan,539,http://www.nuforc.org/webreports/ndxe201501.html
14-Dec,525,http://www.nuforc.org/webreports/ndxe201412.html
14-Nov,547,http://www.nuforc.org/webreports/ndxe201411.html
14-Oct,791,http://www.nuforc.org/webreports/ndxe201410.html
14-Sep,830,http://www.nuforc.org/webreports/ndxe201409.html
14-Aug,925,http://www.nuforc.org/webreports/ndxe201408.html
14-Jul,1100,http://www.nuforc.org/webreports/ndxe201407.html
14-Jun,780,http://www.nuforc.org/webreports/ndxe201406.html
14-May,655,http://www.nuforc.org/webreports/ndxe201405.html
14-Apr,667,http://www.nuforc.org/webreports/ndxe201404.html
14-Mar,517,http://www.nuforc.org/webreports/ndxe201403.html
14-Feb,555,http://www.nuforc.org/webreports/ndxe201402.html
14-Jan,717,http://www.nuforc.org/webreports/ndxe201401.html
13-Dec,769,http://www.nuforc.org/webreports/ndxe201312.html
13-Nov,807,http://www.nuforc.org/webreports/ndxe201311.html
13-Oct,796,http://www.nuforc.org/webreports/ndxe201310.html
13-Sep,793,http://www.nuforc.org/webreports/ndxe201309.html
13-Aug,922,http://www.nuforc.org/webreports/ndxe201308.html
13-Jul,979,http://www.nuforc.org/webreports/ndxe201307.html
13-Jun,639,http://www.nuforc.org/webreports/ndxe201306.html
13-May,537,http://www.nuforc.org/webreports/ndxe201305.html
13-Apr,430,http://www.nuforc.org/webreports/ndxe201304.html
13-Mar,400,http://www.nuforc.org/webreports/ndxe201303.html
13-Feb,284,http://www.nuforc.org/webreports/ndxe201302.html
13-Jan,399,http://www.nuforc.org/webreports/ndxe201301.html
12-Dec,674,http://www.nuforc.org/webreports/ndxe201212.html
12-Nov,782,http://www.nuforc.org/webreports/ndxe201211.html
12-Oct,677,http://www.nuforc.org/webreports/ndxe201210.html
12-Sep,775,http://www.nuforc.org/webreports/ndxe201209.html
12-Aug,906,http://www.nuforc.org/webreports/ndxe201208.html
12-Jul,937,http://www.nuforc.org/webreports/ndxe201207.html
12-Jun,764,http://www.nuforc.org/webreports/ndxe201206.html
12-May,521,http://www.nuforc.org/webreports/ndxe201205.html
12-Apr,500,http://www.nuforc.org/webreports/ndxe201204.html
12-Mar,537,http://www.nuforc.org/webreports/ndxe201203.html
12-Feb,397,http://www.nuforc.org/webreports/ndxe201202.html
12-Jan,586,http://www.nuforc.org/webreports/ndxe201201.html
11-Dec,537,http://www.nuforc.org/webreports/ndxe201112.html
11-Nov,447,http://www.nuforc.org/webreports/ndxe201111.html
11-Oct,644,http://www.nuforc.org/webreports/ndxe201110.html
11-Sep,559,http://www.nuforc.org/webreports/ndxe201109.html
11-Aug,646,http://www.nuforc.org/webreports/ndxe201108.html
11-Jul,767,http://www.nuforc.org/webreports/ndxe201107.html
11-Jun,405,http://www.nuforc.org/webreports/ndxe201106.html
11-May,321,http://www.nuforc.org/webreports/ndxe201105.html
11-Apr,318,http://www.nuforc.org/webreports/ndxe201104.html
11-Mar,334,http://www.nuforc.org/webreports/ndxe201103.html
11-Feb,276,http://www.nuforc.org/webreports/ndxe201102.html
11-Jan,330,http://www.nuforc.org/webreports/ndxe201101.html
10-Dec,307,http://www.nuforc.org/webreports/ndxe201012.html
10-Nov,366,http://www.nuforc.org/webreports/ndxe201011.html
10-Oct,477,http://www.nuforc.org/webreports/ndxe201010.html
10-Sep,453,http://www.nuforc.org/webreports/ndxe201009.html
10-Aug,532,http://www.nuforc.org/webreports/ndxe201008.html
10-Jul,849,http://www.nuforc.org/webreports/ndxe201007.html
10-Jun,388,http://www.nuforc.org/webreports/ndxe201006.html
10-May,333,http://www.nuforc.org/webreports/ndxe201005.html
10-Apr,296,http://www.nuforc.org/webreports/ndxe201004.html
10-Mar,262,http://www.nuforc.org/webreports/ndxe201003.html
10-Feb,190,http://www.nuforc.org/webreports/ndxe201002.html
10-Jan,294,http://www.nuforc.org/webreports/ndxe201001.html
9-Dec,293,http://www.nuforc.org/webreports/ndxe200912.html
9-Nov,324,http://www.nuforc.org/webreports/ndxe200911.html
9-Oct,323,http://www.nuforc.org/webreports/ndxe200910.html
9-Sep,600,http://www.nuforc.org/webreports/ndxe200909.html
9-Aug,503,http://www.nuforc.org/webreports/ndxe200908.html
9-Jul,616,http://www.nuforc.org/webreports/ndxe200907.html
9-Jun,391,http://www.nuforc.org/webreports/ndxe200906.html
9-May,360,http://www.nuforc.org/webreports/ndxe200905.html
9-Apr,318,http://www.nuforc.org/webreports/ndxe200904.html
9-Mar,341,http://www.nuforc.org/webreports/ndxe200903.html
9-Feb,397,http://www.nuforc.org/webreports/ndxe200902.html
9-Jan,499,http://www.nuforc.org/webreports/ndxe200901.html
8-Dec,350,http://www.nuforc.org/webreports/ndxe200812.html
8-Nov,459,http://www.nuforc.org/webreports/ndxe200811.html
8-Oct,536,http://www.nuforc.org/webreports/ndxe200810.html
8-Sep,385,http://www.nuforc.org/webreports/ndxe200809.html
8-Aug,506,http://www.nuforc.org/webreports/ndxe200808.html
8-Jul,577,http://www.nuforc.org/webreports/ndxe200807.html
8-Jun,484,http://www.nuforc.org/webreports/ndxe200806.html
8-May,347,http://www.nuforc.org/webreports/ndxe200805.html
8-Apr,444,http://www.nuforc.org/webreports/ndxe200804.html
8-Mar,341,http://www.nuforc.org/webreports/ndxe200803.html
8-Feb,372,http://www.nuforc.org/webreports/ndxe200802.html
8-Jan,475,http://www.nuforc.org/webreports/ndxe200801.html
7-Dec,362,http://www.nuforc.org/webreports/ndxe200712.html
7-Nov,375,http://www.nuforc.org/webreports/ndxe200711.html
7-Oct,449,http://www.nuforc.org/webreports/ndxe200710.html
7-Sep,451,http://www.nuforc.org/webreports/ndxe200709.html
7-Aug,472,http://www.nuforc.org/webreports/ndxe200708.html
7-Jul,466,http://www.nuforc.org/webreports/ndxe200707.html
7-Jun,428,http://www.nuforc.org/webreports/ndxe200706.html
7-May,317,http://www.nuforc.org/webreports/ndxe200705.html
7-Apr,323,http://www.nuforc.org/webreports/ndxe200704.html
7-Mar,363,http://www.nuforc.org/webreports/ndxe200703.html
7-Feb,267,http://www.nuforc.org/webreports/ndxe200702.html
7-Jan,441,http://www.nuforc.org/webreports/ndxe200701.html
6-Dec,387,http://www.nuforc.org/webreports/ndxe200612.html
6-Nov,413,http://www.nuforc.org/webreports/ndxe200611.html
6-Oct,402,http://www.nuforc.org/webreports/ndxe200610.html
6-Sep,327,http://www.nuforc.org/webreports/ndxe200609.html
6-Aug,429,http://www.nuforc.org/webreports/ndxe200608.html
6-Jul,430,http://www.nuforc.org/webreports/ndxe200607.html
6-Jun,341,http://www.nuforc.org/webreports/ndxe200606.html
6-May,302,http://www.nuforc.org/webreports/ndxe200605.html
6-Apr,322,http://www.nuforc.org/webreports/ndxe200604.html
6-Mar,306,http://www.nuforc.org/webreports/ndxe200603.html
6-Feb,233,http://www.nuforc.org/webreports/ndxe200602.html
6-Jan,253,http://www.nuforc.org/webreports/ndxe200601.html
